crop_name,temparature,humidity,moisture,soil_type,nitrogen,potassium,phosphorous
Wheat,30.98,72.26,70.0,Sandy,3,6,26
Maize,30.37,74.96,45.96,Sandy,3,18,20
Maize,36.58,61.79,40.55,Loamy,16,2,44
Wheat,26.45,60.78,50.52,Sandy,18,0,24
Maize,25.6,52.6,54.46,Red,13,0,13
Millets,35.57,72.13,33.41,Red,35,2,0
Millets,33.06,60.37,69.48,Sandy,12,0,39
Pulses,29.39,53.28,40.12,Loamy,17,0,21
Paddy,28.21,59.37,42.81,Red,46,4,4
Sugarcane,35.57,60.63,45.71,Black,7,4,31
Cotton,37.32,76.39,48.4,Loamy,9,20,18
Millets,40.0,56.27,40.77,Loamy,13,2,37
Pulses,39.82,70.94,30.3,Loamy,8,3,30
Paddy,38.99,74.78,27.58,Black,9,0,17
Millets,27.9,58.51,31.93,Red,36,3,3
Sugarcane,33.88,68.15,42.03,Sandy,9,12,32
Sugarcane,40.0,71.79,58.99,Black,19,1,39
Barley,30.18,53.72,36.61,Red,10,0,14
Pulses,32.53,56.27,29.85,Clayey,33,0,0
Pulses,33.72,50.47,44.08,Black,11,0,16
Tobacco,31.86,51.97,62.52,Black,5,11,33
Tobacco,34.28,52.14,44.07,Black,39,4,0
Ground Nuts,25.94,60.8,62.34,Clayey,11,0,19
Pulses,26.63,56.66,45.46,Red,23,1,21
Cotton,35.09,63.88,46.21,Loamy,26,4,25
Millets,32.66,59.08,54.63,Red,14,2,9
Tobacco,34.76,67.48,24.8,Loamy,34,0,0
Wheat,31.21,56.6,34.03,Sandy,18,2,40
Barley,34.72,67.85,69.81,Loamy,4,4,29
Wheat,23.38,55.92,50.56,Clayey,7,20,19
Oil seeds,30.14,55.49,45.37,Clayey,34,4,0
Wheat,29.71,50.93,41.83,Sandy,12,4,39
Millets,30.88,51.0,46.08,Red,8,5,27
Oil seeds,31.28,68.41,27.47,Black,19,0,25
Paddy,32.92,77.29,48.08,Clayey,11,14,22
Wheat,25.87,69.73,28.7,Clayey,16,2,40
Barley,30.53,63.85,56.3,Sandy,39,1,1
Paddy,37.03,69.99,42.75,Clayey,39,0,0
Maize,37.38,70.59,66.29,Sandy,8,2,17
Ground Nuts,28.44,55.23,33.64,Red,24,0,17
Ground Nuts,24.57,49.59,48.59,Sandy,25,0,19
Maize,25.23,48.23,21.3,Black,13,17,13
Oil seeds,30.98,60.86,33.37,Red,12,0,44
Cotton,28.45,55.92,48.02,Black,18,2,19
Oil seeds,22.21,43.72,21.74,Clayey,14,15,14
Sugarcane,36.2,55.53,54.66,Clayey,12,1,37
Tobacco,32.48,64.01,50.17,Loamy,11,1,39
Tobacco,29.67,60.0,70.0,Red,13,3,8
Ground Nuts,30.62,59.17,45.5,Sandy,36,0,3
Tobacco,29.51,55.64,28.32,Loamy,16,0,33
Cotton,29.64,54.26,30.97,Black,8,2,11
Pulses,30.83,64.19,23.01,Clayey,8,2,27
Millets,34.15,50.64,39.17,Loamy,41,0,0
Paddy,32.54,52.1,29.86,Sandy,7,8,27
Pulses,35.15,65.46,50.44,Red,24,4,19
Ground Nuts,32.88,70.34,29.01,Loamy,7,0,41
Ground Nuts,32.26,57.08,42.58,Clayey,35,0,0
Millets,28.94,60.34,31.18,Loamy,12,4,36
Oil seeds,24.61,43.14,27.28,Red,45,1,0
Millets,32.63,71.17,55.93,Loamy,11,10,27
Maize,31.18,72.57,46.74,Loamy,9,7,27
Cotton,23.69,57.9,39.61,Sandy,6,11,31
Tobacco,32.48,53.65,28.91,Clayey,41,3,0
Ground Nuts,28.7,53.21,40.31,Sandy,26,0,14
Oil seeds,32.8,71.66,44.08,Red,12,9,14
Maize,37.65,60.86,24.45,Black,7,0,34
Oil seeds,26.1,50.4,41.08,Black,3,16,17
Maize,31.22,74.54,61.36,Sandy,9,0,38
Ground Nuts,36.78,69.9,38.86,Red,13,1,37
Maize,38.75,58.17,52.93,Loamy,33,0,3
Pulses,29.13,47.06,44.06,Red,1,17,12
Pulses,28.65,62.64,41.6,Loamy,30,0,1
Cotton,20.54,40.79,56.58,Clayey,32,0,2
Cotton,27.19,62.12,35.74,Red,45,0,0
Tobacco,29.74,53.77,40.06,Red,41,2,0
Oil seeds,33.98,67.67,62.06,Black,10,10,15
Pulses,28.91,67.6,39.3,Red,9,4,12
Millets,26.09,50.03,60.84,Sandy,10,17,15
Ground Nuts,29.22,54.96,70.0,Black,32,0,0
Oil seeds,27.68,66.84,28.69,Black,9,18,20
Sugarcane,21.94,46.3,27.7,Loamy,10,0,14
Ground Nuts,32.27,54.7,59.44,Sandy,9,2,39
Ground Nuts,29.59,47.26,67.15,Loamy,36,0,0
Tobacco,38.97,61.93,48.53,Black,37,0,0
Maize,40.0,63.37,45.26,Sandy,36,0,0
Pulses,32.81,73.39,41.77,Sandy,6,2,36
Cotton,36.48,66.13,30.41,Black,13,4,9
Tobacco,31.25,67.15,42.57,Sandy,45,4,1
Ground Nuts,24.83,57.76,31.75,Sandy,17,0,23
Cotton,29.72,53.18,42.19,Sandy,19,3,33
Paddy,27.26,43.94,42.1,Loamy,22,0,21
Wheat,34.34,55.85,27.98,Black,39,0,0
Ground Nuts,23.7,41.13,58.8,Sandy,8,15,14
Sugarcane,33.32,71.88,37.86,Loamy,8,4,32
Pulses,27.34,55.87,43.75,Clayey,38,0,0
Tobacco,22.71,49.95,45.22,Loamy,6,12,23
Wheat,29.55,59.76,58.15,Clayey,12,0,12
Tobacco,33.39,53.49,50.08,Sandy,13,5,17
Ground Nuts,31.64,68.77,39.39,Sandy,37,0,0
Paddy,23.18,46.72,29.53,Black,16,17,7
Pulses,24.94,66.7,66.09,Sandy,7,0,10
Barley,21.74,44.09,59.39,Sandy,10,17,19
Pulses,30.28,63.74,54.26,Loamy,35,0,0
Pulses,23.22,49.73,51.54,Clayey,20,0,22
Ground Nuts,29.69,47.64,46.87,Clayey,25,3,20
Maize,35.79,55.43,70.0,Black,15,7,16
Maize,38.68,77.89,35.76,Loamy,10,11,26
Barley,34.07,60.31,40.04,Red,13,0,40
Ground Nuts,29.16,66.79,59.72,Sandy,22,0,22
Ground Nuts,36.5,69.77,62.08,Loamy,12,2,44
Paddy,27.05,63.35,58.77,Red,7,17,13
Barley,31.49,71.13,61.76,Black,10,0,33
Wheat,30.84,59.19,45.38,Loamy,21,0,23
Wheat,34.3,52.7,60.28,Sandy,9,8,25
Barley,31.13,73.3,29.78,Loamy,3,3,29
Tobacco,28.87,58.01,36.28,Sandy,28,2,20
Tobacco,36.02,63.58,41.22,Red,8,4,13
Oil seeds,35.93,59.27,55.76,Sandy,35,4,0
Cotton,32.15,54.75,62.62,Loamy,12,2,38
Millets,23.42,58.34,36.7,Clayey,43,4,2
Maize,24.23,54.91,32.3,Loamy,10,20,17
Cotton,28.51,48.44,45.73,Black,12,1,33
Paddy,32.06,55.34,56.8,Sandy,14,0,36
Tobacco,31.18,54.19,43.3,Loamy,40,0,0
Barley,33.59,54.6,51.9,Loamy,10,0,45
Millets,30.36,59.8,70.0,Red,17,0,31
Tobacco,28.79,64.17,68.25,Sandy,7,14,26
Cotton,28.74,44.89,43.99,Black,18,1,22
Sugarcane,32.33,48.88,31.39,Black,32,2,0
Millets,39.12,61.14,51.1,Red,12,20,21
Millets,34.71,54.08,46.09,Loamy,11,0,12
Barley,30.34,64.88,34.89,Sandy,14,0,9
Tobacco,27.59,52.12,42.52,Red,12,3,40
Wheat,35.14,69.39,45.5,Black,12,0,39
Barley,29.61,55.37,42.37,Clayey,44,0,4
Tobacco,27.8,61.15,38.19,Black,16,0,40
Barley,39.34,73.55,37.74,Sandy,12,1,41
Maize,25.49,58.9,27.75,Sandy,10,0,10
Cotton,30.35,62.68,46.39,Black,38,0,1
Tobacco,29.31,65.11,40.63,Black,20,0,23
Cotton,30.84,76.53,34.0,Loamy,11,0,39
Sugarcane,34.51,54.23,48.09,Loamy,21,0,23
Tobacco,29.97,59.98,41.02,Loamy,21,2,24
Maize,29.54,46.05,47.43,Clayey,10,22,13
Maize,29.6,65.96,27.64,Sandy,18,2,21
Pulses,32.18,62.78,23.55,Loamy,4,4,30
Tobacco,32.29,62.31,33.23,Sandy,39,4,1
Sugarcane,36.35,69.02,43.17,Loamy,11,14,18
Wheat,37.33,59.48,53.07,Clayey,14,0,38
Ground Nuts,38.06,52.11,41.53,Clayey,10,4,43
Paddy,29.52,68.99,56.83,Sandy,14,3,33
Sugarcane,40.0,78.86,52.13,Clayey,10,9,28
Tobacco,22.07,51.67,51.97,Clayey,20,0,26
Cotton,30.67,50.16,40.76,Black,14,0,10
Oil seeds,25.98,62.89,61.12,Red,11,5,34
Maize,29.25,53.85,33.95,Red,18,1,20
Barley,26.51,60.56,35.77,Loamy,10,0,9
Sugarcane,26.7,52.31,61.77,Clayey,10,6,29
Oil seeds,25.95,62.86,51.74,Clayey,21,0,25
Oil seeds,24.2,60.2,34.14,Loamy,19,4,27
Millets,23.0,52.82,37.28,Clayey,24,0,28
Sugarcane,31.77,57.58,49.46,Sandy,10,0,11
Ground Nuts,30.35,73.19,41.73,Sandy,3,21,21
Paddy,32.72,56.31,41.59,Sandy,9,0,9
Oil seeds,32.17,56.59,62.96,Clayey,11,10,26
Millets,29.6,58.17,40.56,Red,17,4,38
Ground Nuts,29.06,62.14,45.05,Red,3,18,16
Sugarcane,25.43,50.72,42.78,Clayey,44,0,2
Pulses,31.93,61.7,61.0,Loamy,3,11,29
Pulses,38.76,72.35,28.4,Black,18,0,16
Sugarcane,22.95,47.87,42.49,Red,7,14,17
Ground Nuts,35.14,69.77,31.06,Sandy,18,0,20
Maize,22.81,48.89,28.47,Loamy,16,0,11
Maize,38.07,62.7,66.49,Red,31,0,0
Wheat,24.17,62.74,42.08,Black,39,0,3
Ground Nuts,29.03,66.58,27.4,Loamy,39,0,4
Pulses,37.98,57.42,48.64,Loamy,4,0,8
Sugarcane,24.2,63.32,30.41,Red,14,21,16
Tobacco,39.47,72.83,59.41,Sandy,13,1,40
Millets,32.72,59.26,37.37,Loamy,38,2,4
Paddy,23.61,40.7,39.71,Clayey,6,18,12
Ground Nuts,24.04,65.32,45.42,Clayey,7,0,11
Tobacco,26.11,65.75,70.0,Red,5,8,26
Cotton,32.02,53.18,50.78,Sandy,21,3,17
Wheat,29.17,59.16,55.51,Loamy,14,18,8
Millets,28.74,54.8,58.08,Black,12,0,7
Pulses,28.05,53.77,30.81,Loamy,35,4,1
Sugarcane,30.96,57.8,42.72,Red,39,3,0
Barley,32.12,70.24,29.28,Red,10,0,35
Pulses,31.52,56.11,29.79,Clayey,22,2,21
Oil seeds,39.41,63.5,41.68,Black,17,0,10
Paddy,24.4,59.68,29.94,Clayey,9,19,19
Maize,37.61,56.44,61.31,Sandy,6,13,31
Barley,26.71,59.61,29.75,Sandy,31,1,1
Pulses,35.3,65.91,61.45,Black,38,2,4
Oil seeds,26.25,48.11,47.36,Clayey,8,14,13
Maize,23.41,47.11,60.88,Sandy,34,0,0
Millets,26.86,58.4,49.47,Loamy,15,15,10
Pulses,30.4,64.62,29.5,Clayey,23,0,22
Paddy,31.84,63.65,43.05,Clayey,9,3,10
Paddy,35.66,67.28,53.18,Loamy,9,15,21
Paddy,32.88,53.21,20.0,Black,4,9,25
Barley,27.68,46.99,22.43,Black,35,2,0
Millets,31.06,58.96,32.69,Sandy,13,0,41
Cotton,29.43,42.86,23.41,Clayey,14,16,12
Millets,33.89,55.98,45.78,Sandy,10,7,32
Ground Nuts,37.59,73.0,62.01,Red,13,0,37
Sugarcane,27.06,58.24,46.67,Sandy,7,13,11
Paddy,32.94,59.38,30.73,Black,38,0,0
Oil seeds,28.39,51.88,59.74,Loamy,6,5,33
Barley,31.18,55.41,33.33,Black,19,2,41
Barley,26.88,60.42,29.07,Black,8,20,13
Tobacco,28.78,46.7,36.68,Clayey,21,3,22
Barley,22.15,54.75,39.9,Clayey,24,0,20
Paddy,34.37,52.58,39.35,Red,5,13,10
Tobacco,38.93,72.2,68.8,Red,16,4,36
Sugarcane,33.86,61.51,60.88,Loamy,9,5,28
Cotton,29.29,49.2,35.91,Red,16,1,40
Cotton,26.65,61.13,36.81,Loamy,20,0,19
Millets,23.94,46.32,39.99,Black,19,4,19
Millets,30.97,58.0,39.5,Sandy,20,0,19
Tobacco,30.01,51.08,29.77,Black,38,2,0
Sugarcane,27.0,61.54,48.67,Sandy,22,0,23
Pulses,23.87,50.93,44.6,Clayey,9,20,17
Barley,37.83,58.79,52.48,Red,36,4,3
Tobacco,28.0,47.27,57.35,Clayey,13,0,13
Oil seeds,28.02,63.79,48.61,Loamy,9,0,8
Wheat,29.13,67.17,44.42,Black,5,4,15
Barley,34.41,62.43,33.3,Loamy,25,0,28
Pulses,29.76,61.14,53.09,Black,3,13,32
Ground Nuts,25.61,56.5,60.49,Loamy,13,0,40
Tobacco,22.49,46.82,30.38,Black,33,0,0
Ground Nuts,29.13,46.65,36.41,Loamy,5,12,19
Tobacco,31.29,60.08,42.87,Red,18,2,28
Paddy,38.61,69.3,41.21,Black,39,3,0
Pulses,29.54,54.01,70.0,Loamy,15,4,30
Maize,34.72,64.79,24.84,Clayey,24,1,16
Pulses,33.47,61.96,52.46,Sandy,14,2,29
Sugarcane,30.67,67.01,70.0,Loamy,9,0,36
Barley,23.84,40.88,64.6,Black,11,1,12
Pulses,35.5,64.73,50.91,Clayey,11,0,38
Sugarcane,26.3,56.35,38.58,Loamy,39,0,2
Cotton,21.44,43.3,36.7,Sandy,23,0,15
Sugarcane,31.67,71.83,25.15,Sandy,42,0,0
Wheat,34.02,65.9,36.28,Clayey,20,1,16
Wheat,27.74,58.79,39.22,Black,7,8,31
Pulses,34.47,62.06,31.47,Clayey,10,9,35
Oil seeds,22.28,44.81,70.0,Clayey,8,4,9
Sugarcane,32.67,66.69,70.0,Red,14,7,16
Millets,38.27,69.52,41.61,Black,6,0,35
Sugarcane,34.72,55.96,37.9,Sandy,9,1,18
Paddy,24.93,55.08,70.0,Red,39,1,2
Millets,29.31,44.74,47.53,Sandy,8,10,16
Pulses,37.76,59.22,56.24,Red,15,0,37
Ground Nuts,27.61,57.05,25.26,Red,18,0,37
Oil seeds,24.83,54.72,32.76,Black,32,4,4
Wheat,33.76,53.8,61.55,Black,10,5,35
Cotton,40.0,60.45,33.52,Black,7,0,41
Barley,36.02,74.78,38.64,Loamy,18,4,20
Oil seeds,29.17,58.72,20.0,Clayey,12,9,34
Sugarcane,29.35,51.42,70.0,Red,37,0,0
Pulses,32.78,63.54,36.29,Red,25,1,24
Pulses,33.16,56.99,39.99,Red,16,2,9
Maize,32.62,52.77,37.75,Red,19,3,33
Wheat,32.78,73.78,36.5,Sandy,1,17,16
Sugarcane,22.5,43.53,24.16,Loamy,38,0,0
Barley,30.9,58.59,38.32,Black,13,0,40
Paddy,34.54,55.21,45.01,Sandy,8,2,13
Ground Nuts,21.41,53.24,26.72,Loamy,21,0,17
Pulses,29.97,69.39,25.39,Red,37,4,0
Paddy,25.29,61.48,27.71,Red,7,6,32
Maize,32.78,68.98,42.07,Red,6,9,30
Pulses,27.38,50.06,24.55,Black,43,0,0
Ground Nuts,34.33,67.03,36.49,Red,5,16,22
Tobacco,20.45,45.71,55.91,Red,40,0,0
Millets,33.66,76.53,54.93,Black,41,0,0
Maize,27.79,51.33,28.88,Loamy,42,3,0
Millets,30.52,54.99,69.02,Loamy,43,2,0
Sugarcane,28.83,64.74,44.66,Red,39,0,0
Paddy,31.78,66.32,62.44,Red,19,0,22
Maize,28.49,61.78,47.46,Sandy,35,0,0
Wheat,26.7,61.16,69.76,Black,8,5,28
Sugarcane,23.59,48.13,28.61,Sandy,40,0,1
Barley,32.73,67.1,34.06,Loamy,8,0,6
Pulses,33.44,67.04,56.66,Loamy,7,4,29
Paddy,27.3,58.19,21.84,Loamy,8,5,34
Paddy,30.79,53.82,68.44,Loamy,11,12,31
Ground Nuts,28.67,55.3,38.91,Clayey,6,20,14
Barley,26.88,59.5,33.0,Black,13,1,11
Paddy,25.28,48.16,60.97,Black,11,0,11
Pulses,39.78,59.7,70.0,Sandy,12,4,38
Barley,25.07,48.14,38.76,Clayey,4,13,24
Millets,28.53,58.99,66.34,Red,32,4,0
Paddy,23.38,59.24,45.99,Sandy,35,3,0
Tobacco,26.95,52.13,54.83,Sandy,9,3,7
Maize,34.46,67.55,53.28,Black,7,19,21
Maize,30.24,57.35,39.81,Black,41,0,0
Cotton,30.01,48.4,35.35,Clayey,6,5,25
Paddy,34.19,69.83,62.1,Sandy,8,9,15
Cotton,32.25,50.03,66.47,Clayey,10,14,28
Maize,33.16,66.73,50.78,Loamy,21,0,24
Millets,37.12,70.82,39.36,Black,10,1,10
Ground Nuts,32.23,69.85,66.56,Black,4,13,30
Paddy,38.56,68.08,57.75,Sandy,25,2,20
Cotton,27.12,58.16,22.74,Black,40,0,2
Wheat,24.73,51.53,26.69,Loamy,13,2,38
Wheat,29.05,63.39,46.94,Loamy,10,16,16
Pulses,28.36,52.45,31.86,Red,24,0,15
Wheat,37.97,57.61,56.51,Loamy,4,9,32
Wheat,31.75,49.36,57.18,Clayey,15,2,33
Maize,39.48,79.62,45.0,Red,38,0,1
Tobacco,31.73,51.04,30.08,Loamy,10,4,37
Barley,32.2,72.21,60.57,Loamy,35,3,0
Wheat,33.52,56.48,24.69,Sandy,41,0,0
Pulses,35.4,66.88,56.01,Clayey,20,0,22
Millets,28.75,56.3,63.61,Sandy,6,16,12
Oil seeds,27.28,44.46,51.74,Clayey,8,0,32
Ground Nuts,33.78,69.12,20.23,Loamy,42,0,1
Ground Nuts,28.26,60.74,38.67,Red,11,0,34
Ground Nuts,32.33,64.89,54.65,Loamy,39,4,0
Paddy,39.82,68.1,26.42,Red,10,3,10
Oil seeds,23.86,58.39,20.05,Loamy,16,3,11
Barley,22.59,56.96,27.15,Red,16,0,45
Ground Nuts,25.76,66.93,23.29,Red,10,2,34
Wheat,24.38,52.1,61.63,Black,6,0,17
Sugarcane,24.99,61.19,45.63,Black,8,9,26
Pulses,26.32,57.42,33.27,Clayey,13,0,10
Sugarcane,25.92,59.83,38.31,Red,5,0,7
Sugarcane,35.0,75.25,35.02,Loamy,12,0,10
Barley,26.66,68.27,47.59,Sandy,12,0,15
Pulses,20.3,54.28,45.3,Red,18,0,21
Cotton,25.23,45.43,37.13,Black,37,3,0
Ground Nuts,30.71,56.46,43.4,Clayey,40,3,0
Sugarcane,33.8,58.42,63.96,Clayey,10,2,41
Millets,25.47,48.38,36.0,Black,24,0,20
Oil seeds,26.75,60.71,69.47,Red,6,5,29
Oil seeds,31.97,52.19,32.94,Black,40,3,0
Maize,30.06,63.8,35.07,Red,42,0,0
Oil seeds,25.45,53.33,23.38,Loamy,39,3,0
Pulses,38.04,64.69,48.58,Clayey,14,9,12
Ground Nuts,40.0,75.91,41.53,Red,14,0,36
Paddy,26.7,49.6,42.38,Red,45,0,0
Barley,30.02,65.59,54.31,Loamy,6,0,13
Cotton,30.26,44.92,59.46,Black,9,1,17
Paddy,24.6,42.57,45.33,Clayey,3,12,20
Tobacco,30.5,56.85,37.55,Red,5,14,17
Paddy,33.02,75.26,31.06,Red,10,0,37
Millets,28.62,46.23,66.04,Red,10,0,12
Pulses,29.99,69.45,20.0,Loamy,8,3,35
Maize,25.88,62.12,69.37,Black,5,5,26
Tobacco,30.13,68.83,49.19,Clayey,20,0,25
Tobacco,34.13,72.64,46.55,Black,21,0,17
Oil seeds,32.58,55.89,49.25,Red,10,8,36
Maize,31.89,67.32,55.3,Loamy,10,18,9
Millets,32.95,48.92,32.88,Black,8,17,11
Oil seeds,35.37,75.72,32.49,Red,15,1,14
Barley,31.8,60.45,29.67,Black,14,0,36
Millets,26.49,68.8,49.84,Clayey,13,16,11
Cotton,38.31,61.97,48.6,Sandy,43,4,2
Oil seeds,36.93,64.85,47.1,Red,38,3,3
Cotton,21.89,47.55,20.0,Clayey,15,11,15
Sugarcane,40.0,75.07,38.95,Clayey,17,2,18
Tobacco,37.05,69.76,48.65,Black,7,7,31
Tobacco,33.03,57.67,46.12,Clayey,11,0,13
Wheat,30.6,60.9,57.87,Red,8,0,14
Sugarcane,32.22,60.78,34.61,Red,6,11,31
Oil seeds,32.77,60.31,32.09,Loamy,35,0,0
Millets,29.89,52.86,50.67,Sandy,12,10,29
Ground Nuts,35.93,68.53,36.36,Sandy,13,4,40
Cotton,37.85,64.18,57.45,Sandy,14,0,39
Ground Nuts,24.66,47.81,24.37,Sandy,30,0,0
Tobacco,28.48,69.99,27.05,Black,40,0,0
Cotton,35.25,55.27,39.3,Loamy,39,0,1
Pulses,32.92,51.51,35.47,Black,22,0,20
Pulses,39.3,71.67,43.17,Sandy,36,3,0
Oil seeds,30.2,43.41,40.91,Black,11,3,38
Sugarcane,32.52,64.65,24.55,Sandy,21,0,24
Sugarcane,26.39,58.76,26.14,Clayey,39,0,0
Oil seeds,29.87,57.28,37.3,Black,17,0,32
Wheat,33.84,67.09,53.03,Clayey,13,0,44
Wheat,30.96,55.9,41.09,Red,13,2,12
Barley,33.1,57.5,42.07,Clayey,17,0,23
Cotton,26.16,59.25,36.27,Sandy,36,0,0
Tobacco,32.22,68.32,47.1,Sandy,15,4,10
Paddy,25.96,57.58,55.01,Black,15,0,41
Maize,29.98,56.89,32.9,Loamy,36,0,0
Ground Nuts,26.5,52.28,28.61,Sandy,7,20,18
Maize,36.91,73.2,33.96,Red,11,0,11
Maize,34.0,73.7,57.78,Sandy,39,4,2
Tobacco,27.53,51.5,38.22,Sandy,25,0,14
Ground Nuts,35.43,50.87,44.74,Loamy,18,0,36
Barley,32.22,54.23,47.91,Black,7,12,25
Wheat,26.65,56.41,66.61,Loamy,14,0,13
Wheat,26.9,42.45,46.23,Loamy,8,16,11
Wheat,30.49,55.56,64.02,Loamy,11,0,34
Millets,26.99,44.75,36.06,Sandy,12,3,16
Cotton,26.11,58.64,22.93,Clayey,40,2,0
Tobacco,32.64,56.74,45.11,Red,34,0,3
Wheat,28.63,63.42,48.86,Sandy,21,0,18
Wheat,22.6,60.21,36.97,Sandy,18,3,25
Paddy,28.97,68.66,31.32,Clayey,39,1,1
Paddy,32.04,68.28,40.21,Red,21,3,23
Barley,25.6,54.32,31.26,Loamy,14,0,42
Oil seeds,28.9,60.24,35.76,Clayey,40,0,0
Oil seeds,26.66,60.4,30.09,Clayey,33,2,4
Oil seeds,33.83,61.27,70.0,Sandy,12,1,38
Cotton,34.54,63.82,62.84,Clayey,42,0,1
Oil seeds,28.91,41.55,69.89,Loamy,9,0,12
Oil seeds,36.28,62.7,32.29,Clayey,37,0,0
Barley,25.51,66.21,44.24,Black,21,2,16
Pulses,24.4,60.18,37.67,Black,42,4,0
Maize,32.06,46.96,51.16,Sandy,8,8,29
Millets,40.0,71.75,46.13,Loamy,8,4,28
Barley,24.3,54.99,32.02,Clayey,4,14,20
Wheat,29.47,59.72,59.54,Red,2,13,28
Ground Nuts,36.49,69.41,58.49,Clayey,45,2,0
Maize,24.26,61.88,65.71,Clayey,6,4,10
Pulses,27.6,56.81,32.67,Sandy,0,14,20
Pulses,23.84,61.45,20.0,Sandy,8,12,34
Paddy,31.05,59.62,35.9,Sandy,46,1,1
Millets,28.51,55.73,42.73,Red,34,0,0
Maize,36.45,68.49,26.71,Loamy,21,1,24
Millets,29.8,66.69,70.0,Clayey,11,6,30
Barley,27.41,49.33,22.31,Loamy,30,0,0
Pulses,30.29,48.59,52.49,Sandy,20,2,24
Ground Nuts,40.0,69.41,43.69,Red,12,0,45
Barley,26.52,49.7,59.42,Loamy,8,0,14
Pulses,29.97,57.71,70.0,Clayey,8,7,32
Pulses,29.01,57.85,40.02,Sandy,16,3,41
Paddy,31.5,53.39,52.53,Black,1,13,18
Ground Nuts,28.83,59.28,49.24,Sandy,33,0,0
Paddy,23.87,61.85,26.36,Sandy,44,0,4
Millets,36.75,69.93,42.63,Sandy,9,4,38
Sugarcane,34.96,53.85,35.07,Sandy,42,1,0
Millets,32.9,66.62,21.84,Clayey,39,4,2
Cotton,24.66,59.3,31.83,Clayey,37,0,0
Ground Nuts,28.78,65.76,64.46,Sandy,9,11,34
Barley,36.61,57.83,47.58,Sandy,26,1,22
Tobacco,30.33,61.55,45.94,Sandy,13,0,40
Pulses,24.68,45.27,47.81,Clayey,21,0,27
Cotton,20.7,52.06,31.55,Red,24,0,19
Maize,30.81,65.77,45.65,Black,11,1,11
Tobacco,36.75,74.94,55.55,Loamy,37,0,0
Paddy,29.68,55.32,30.31,Clayey,19,1,14
Millets,29.45,51.32,62.42,Loamy,13,1,10
Barley,33.28,70.59,39.69,Black,10,13,14
Oil seeds,28.42,49.48,38.23,Black,9,11,25
Paddy,29.18,67.41,29.21,Red,8,14,17
Millets,35.39,69.31,42.02,Black,12,8,28
Oil seeds,33.12,66.48,41.95,Sandy,7,0,15
Cotton,28.27,69.62,65.41,Sandy,3,10,32
Maize,33.61,68.82,40.58,Clayey,13,0,39
Millets,25.71,55.35,40.7,Clayey,40,3,0
Cotton,31.15,66.9,49.75,Sandy,14,16,15
Pulses,23.02,62.92,28.92,Black,41,1,0
Cotton,25.53,52.01,43.54,Clayey,8,0,12
Cotton,29.52,46.94,40.51,Red,32,0,0
Maize,31.28,59.63,56.79,Clayey,10,10,16
Pulses,27.39,58.57,47.88,Black,17,3,28
Tobacco,24.97,57.24,56.69,Sandy,8,0,33
Pulses,34.81,77.03,58.09,Red,36,2,0
Tobacco,30.22,68.75,58.39,Sandy,12,9,14
Millets,27.95,52.04,60.22,Sandy,12,1,4
Wheat,36.68,59.35,46.12,Clayey,42,0,3
Maize,33.98,50.38,53.63,Sandy,8,6,37
Cotton,35.25,65.6,41.85,Red,45,0,0
Paddy,21.87,46.4,37.57,Sandy,16,1,19
Wheat,21.66,44.54,59.31,Black,38,4,1
Maize,27.7,51.81,52.3,Sandy,9,1,35
Ground Nuts,35.18,71.74,59.5,Black,7,0,14
Maize,31.64,58.28,29.1,Sandy,36,3,0
Pulses,30.89,46.85,55.84,Clayey,3,19,16
Cotton,35.7,57.43,35.8,Red,9,10,27
Pulses,33.87,54.76,35.38,Loamy,26,3,21
Sugarcane,37.24,59.51,60.24,Black,8,4,26
Paddy,27.81,67.33,35.83,Clayey,25,3,19
Wheat,38.13,56.75,55.03,Loamy,27,3,19
Millets,31.88,69.26,37.67,Loamy,3,9,27
Oil seeds,37.62,56.81,33.81,Clayey,11,0,14
Millets,22.41,58.55,33.15,Clayey,9,0,14
Cotton,29.65,57.73,44.42,Loamy,13,0,11
Ground Nuts,28.76,50.29,26.63,Loamy,15,0,13
Tobacco,23.62,54.1,36.08,Black,17,3,39
Millets,33.13,65.2,62.77,Black,14,3,42
Ground Nuts,30.05,49.6,38.88,Black,11,0,41
Ground Nuts,20.14,55.39,34.9,Sandy,7,20,13
Paddy,25.12,59.64,41.7,Black,33,2,2
Sugarcane,33.19,62.06,52.48,Sandy,12,13,8
Sugarcane,34.27,61.65,38.7,Loamy,19,0,25
Sugarcane,27.91,57.81,37.13,Clayey,20,0,20
Barley,28.82,53.07,33.55,Clayey,2,23,13
Ground Nuts,26.41,53.31,47.82,Red,8,0,43
Sugarcane,30.4,55.73,55.43,Sandy,34,1,0
Paddy,32.51,54.93,36.01,Loamy,21,0,18
Oil seeds,26.68,58.71,31.63,Black,24,0,23
Ground Nuts,29.79,52.4,41.74,Sandy,24,0,20
Sugarcane,27.58,61.82,63.26,Sandy,15,3,39
Pulses,33.86,71.98,39.51,Clayey,20,0,20
Oil seeds,31.19,54.28,56.93,Black,34,0,4
Millets,37.5,78.9,55.18,Loamy,4,10,27
Sugarcane,24.53,51.09,51.48,Sandy,13,0,40
Maize,34.71,71.46,27.27,Red,38,0,0
Maize,28.71,61.58,39.06,Sandy,39,3,0
